id,title_en,category,relevance,purpose,theme,monthly,n_rows,n_time,t_start,t_end,median,magnitude_order,top_entities
4585,Regional socially-important goods CPI (1),prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,0,540,28,2024-М01,2026-М04,100.23,2,COMPOSITE INDEX | FOOD PRODUCTS | Long-grain rice | Round grain rice | Chopped rice
4586,Regional socially-important goods CPI (2),prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,0,540,28,2024-М01,2026-М04,100.0,2,COMPOSITE INDEX | FOOD PRODUCTS | Long-grain rice | Round grain rice | Chopped rice
4587,Regional socially-important goods CPI (3),prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,0,540,28,2024-М01,2026-М04,100.0,2,COMPOSITE INDEX | FOOD PRODUCTS | Long-grain rice | Round grain rice | Chopped rice
4588,Regional socially-important goods CPI (4),prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,0,540,28,2024-М01,2026-М04,100.0,2,COMPOSITE INDEX | FOOD PRODUCTS | Long-grain rice | Round grain rice | Chopped rice
4589,Regional socially-important goods CPI (5),prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,0,540,28,2024-М01,2026-М04,100.0,2,COMPOSITE INDEX | FOOD PRODUCTS | Long-grain rice | Round grain rice | Chopped rice
4590,Regional socially-important goods CPI (6),prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,0,540,28,2024-М01,2026-М04,100.0,2,COMPOSITE INDEX | FOOD PRODUCTS | Long-grain rice | Round grain rice | Chopped rice
4591,Regional socially-important goods CPI (7),prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,0,540,28,2024-М01,2026-М04,100.0,2,COMPOSITE INDEX | FOOD PRODUCTS | Long-grain rice | Round grain rice | Chopped rice
4592,Regional socially-important goods CPI (8),prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,0,540,28,2024-М01,2026-М04,100.0,2,COMPOSITE INDEX | FOOD PRODUCTS | Long-grain rice | Round grain rice | Chopped rice
4593,Regional socially-important goods CPI (9),prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,0,540,28,2024-М01,2026-М04,100.0,2,COMPOSITE INDEX | FOOD PRODUCTS | Long-grain rice | Round grain rice | Chopped rice
4594,Regional socially-important goods CPI (10),prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,0,540,28,2024-М01,2026-М04,100.0,2,COMPOSITE INDEX | FOOD PRODUCTS | Long-grain rice | Round grain rice | Chopped rice
4595,Regional socially-important goods CPI (11),prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,0,540,28,2024-М01,2026-М04,100.0,2,COMPOSITE INDEX | FOOD PRODUCTS | Long-grain rice | Round grain rice | Chopped rice
4596,Regional socially-important goods CPI (12),prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,0,540,28,2024-М01,2026-М04,100.0,2,COMPOSITE INDEX | FOOD PRODUCTS | Long-grain rice | Round grain rice | Chopped rice
4597,Regional socially-important goods CPI (13),prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,0,540,28,2024-М01,2026-М04,100.0,2,COMPOSITE INDEX | FOOD PRODUCTS | Long-grain rice | Round grain rice | Chopped rice
4598,Regional socially-important goods CPI (14),prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,0,540,28,2024-М01,2026-М04,100.0,2,COMPOSITE INDEX | FOOD PRODUCTS | Long-grain rice | Round grain rice | Chopped rice
4599,Regional socially-important goods CPI (15),prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,0,540,28,2024-М01,2026-М04,100.0,2,COMPOSITE INDEX | FOOD PRODUCTS | Long-grain rice | Round grain rice | Chopped rice
301,Total communication/info services volume,services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_single,0,1,25,2000,2024,3219.3,4,Republic of Uzbekistan
327,Data network revenue share,services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_single,0,1,25,2000,2024,3.9,0,Republic of Uzbekistan
417,Mobile subscribers individuals (regions),services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_with_regions,0,15,10,2015,2024,66.25,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
422,"Internet subscribers, individuals (regions)",services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_with_regions,0,15,13,2012,2024,38.5,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1212,Financial services volume,services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_with_regions,0,15,16,2010,2025,1011.85,5,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1214,Other services volume,services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_with_regions,0,15,16,2010,2025,363.6,4,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1215,Rental services volume,services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_with_regions,0,15,16,2010,2025,161.75,4,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1216,Computer repair services volume,services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_with_regions,0,15,16,2010,2025,216.3,4,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1217,Architectural/engineering services volume,services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_with_regions,0,15,16,2010,2025,95.45,4,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1218,Personal services volume (variant),services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_with_regions,0,15,16,2010,2025,244.7,4,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1219,Health services volume,services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_with_regions,0,15,16,2010,2025,141.95,4,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1220,Education services volume,services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_with_regions,0,15,16,2010,2025,311.1,4,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1221,Real estate services volume,services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_with_regions,0,15,16,2010,2025,222.75,4,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1224,Info/communication services growth rate,services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_with_regions,0,15,16,2010,2025,120.9,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1225,Financial services growth rate,services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_with_regions,0,15,16,2010,2025,124.65,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1226,Transport services growth rate,services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_with_regions,0,15,16,2010,2025,113.0,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1227,Motor transport services growth rate,services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_with_regions,0,15,16,2010,2025,114.3,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1228,Accom/food services growth rate,services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_with_regions,0,15,16,2010,2025,113.45,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1229,Trade services growth rate,services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_with_regions,0,15,16,2010,2025,112.95,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1230,Real estate services growth rate,services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_with_regions,0,15,16,2010,2025,115.5,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1231,Education services growth rate,services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_with_regions,0,15,16,2010,2025,109.7,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1232,Health services growth rate,services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_with_regions,0,15,16,2010,2025,117.75,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1233,Rental services growth rate,services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_with_regions,0,15,16,2010,2025,114.15,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1234,Computer repair services growth rate,services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_with_regions,0,15,16,2010,2025,112.6,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1235,Personal services growth rate,services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_with_regions,0,15,16,2010,2025,110.9,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1236,Architectural services growth rate,services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_with_regions,0,15,16,2010,2025,113.45,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1237,Other services growth rate,services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_with_regions,0,15,16,2010,2025,114.2,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1238,Market services growth rate by region,services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_with_regions,0,15,16,2010,2025,115.15,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1239,Per-capita market services by region,services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_with_regions,0,220,16,2010,2025,0.0,5,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Amudarya district | Beruniy  district
1240,Per-capita market services growth by region,services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_with_regions,0,220,16,2010,2025,0.0,2,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Amudarya district | Beruniy  district
1261,Internet services revenue share,services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_single,0,1,25,2000,2024,8.6,1,Republic of Uzbekistan
1262,Information sector services volume,services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_single,0,1,15,2010,2024,151.6,3,Republic of Uzbekistan
1263,Telecommunication services volume,services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_single,0,1,15,2010,2024,6946.8,4,Republic of Uzbekistan
1264,TV/radio broadcasting services (annual),services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_single,0,1,15,2010,2024,257.3,3,Republic of Uzbekistan
1265,Computer programming services (annual),services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_single,0,1,15,2010,2024,325.5,4,Republic of Uzbekistan
1266,Publishing services (annual),services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_single,0,1,15,2010,2024,468.6,3,Republic of Uzbekistan
1267,Film/video/sound production services (annual),services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_single,0,1,15,2010,2024,46.9,2,Republic of Uzbekistan
1268,"Internet subscribers, total (regions)",services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_with_regions,0,15,10,2015,2024,1100.8000000000002,4,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1270,Mobile subscribers (total),services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_with_regions,0,15,10,2015,2024,1661.4,4,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1271,Mobile subscribers (regions),services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_with_regions,0,15,10,2015,2024,68.5,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1272,Local telephone network capacity,services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_single,0,1,10,2015,2024,2145.6000000000004,3,Republic of Uzbekistan
1279,Enterprise PCs available,services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_with_regions,0,15,10,2015,2024,55663.0,6,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1280,Enterprises with PCs share,services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_with_regions,0,15,10,2015,2024,50.0,1,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1281,Enterprise LAN PCs,services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_with_regions,0,15,10,2015,2024,19225.0,5,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1282,Enterprises with LAN share,services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_with_regions,0,15,10,2015,2024,4.8,1,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1283,Enterprise internet PCs,services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_with_regions,0,15,10,2015,2024,20409.5,5,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1284,Enterprises with internet share,services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_with_regions,0,15,10,2015,2024,21.6,1,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
3176,Internet subscribers individuals (regions),services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_with_regions,0,15,10,2015,2024,1094.3000000000002,4,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
3177,"Internet subscribers, legal entities",services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_single,0,1,10,2015,2024,687.55,3,Republic of Uzbekistan
3179,Mobile internet subscribers,services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_single,0,1,10,2015,2024,16798.85,4,Republic of Uzbekistan
3180,All-network internet subscribers,services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_single,0,1,10,2015,2024,24447.550000000003,4,Republic of Uzbekistan
3215,Market services by region (monthly),services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_with_regions,1,15,27,2024-M01,2026-M03,18238.2,6,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
3216,Market services growth by region (monthly),services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_with_regions,1,15,27,2024-M01,2026-M03,113.0,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
3217,Market services by type (monthly),services,POSSIBLE,SECTORAL ACTIVITY DRIVER,international,1,14,27,2024-M01,2026-M03,13219.45,5,Trade | Information and communication | Transport activities | of which: motor transport | Accommodation and food service activities
3218,Market services growth by type (monthly),services,POSSIBLE,SECTORAL ACTIVITY DRIVER,international,1,14,27,2024-M01,2026-M03,111.4,2,Trade | Information and communication | Transport activities | of which: motor transport | Accommodation and food service activities
3247,Per-capita market services by region (monthly),services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_with_regions,1,15,27,2024-M01,2026-M03,6038.8,5,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
3248,Per-capita market services growth (monthly),services,POSSIBLE,SECTORAL ACTIVITY DRIVER,national_with_regions,1,15,27,2024-M01,2026-M03,110.7,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
964,Wholesale trade volume (monthly),trade,POSSIBLE,HOUSEHOLD DEMAND PROXY,national_with_regions,1,15,75,2020-M01,2026-M03,3343616.5,8,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
2695,Wholesale trade growth (annual),trade,POSSIBLE,HOUSEHOLD DEMAND PROXY,national_with_regions,0,15,15,2010,2024,112.8,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
2696,Wholesale trade growth rate (monthly),trade,POSSIBLE,HOUSEHOLD DEMAND PROXY,national_with_regions,1,15,75,2020-M01,2026-M03,107.9,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
2700,Retail trade growth (monthly),trade,POSSIBLE,HOUSEHOLD DEMAND PROXY,national_with_regions,1,15,75,2020-M01,2026-M03,108.2,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
2821,Retail comparison monthly,trade,POSSIBLE,HOUSEHOLD DEMAND PROXY,national_with_regions,1,15,75,2023-M01,2026-M03,7625302.2,8,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
2822,Retail growth comparison monthly,trade,POSSIBLE,HOUSEHOLD DEMAND PROXY,national_with_regions,1,15,39,2023-M01,2026-M03,108.3,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
2826,Food service establishments (annual),trade,POSSIBLE,HOUSEHOLD DEMAND PROXY,national_with_regions,0,15,15,2010,2024,161.9,5,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
2827,Food service establishments (monthly),trade,POSSIBLE,HOUSEHOLD DEMAND PROXY,national_with_regions,1,15,39,2023-M01,2026-M03,2863.4,5,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
2828,Food service growth (annual),trade,POSSIBLE,HOUSEHOLD DEMAND PROXY,national_with_regions,0,15,15,2010,2024,111.2,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
2829,Food service growth (monthly),trade,POSSIBLE,HOUSEHOLD DEMAND PROXY,national_with_regions,1,15,39,2023-M01,2026-M03,109.8,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
2830,Auto+spare parts trade (annual),trade,POSSIBLE,HOUSEHOLD DEMAND PROXY,national_with_regions,0,15,11,2014,2024,1417.2,5,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
2831,Auto+spare parts growth (annual),trade,POSSIBLE,HOUSEHOLD DEMAND PROXY,national_with_regions,0,15,11,2014,2024,110.1,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
2833,E-commerce trade volume (annual),trade,POSSIBLE,HOUSEHOLD DEMAND PROXY,national_single,0,1,9,2016,2024,1002.5,4,Republic of Uzbekistan
3075,"Wholesale trade volume comparison (2023-24, monthly)",trade,POSSIBLE,HOUSEHOLD DEMAND PROXY,national_single,1,1,39,2023-M01,2026-M03,154922150.9,8,Republic of Uzbekistan
3076,"Wholesale trade growth comparison (2023-24, monthly)",trade,POSSIBLE,HOUSEHOLD DEMAND PROXY,national_single,1,1,39,2023-M01,2026-M03,111.4,2,Republic of Uzbekistan
472,Auto transport freight turnover (annual),transport,POSSIBLE,TRANSPORT ENERGY / FREIGHT,national_with_regions,0,15,25,2000,2024,947.6,4,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
479,Auto transport freight volume (annual),transport,POSSIBLE,TRANSPORT ENERGY / FREIGHT,national_with_regions,0,15,25,2000,2024,38.0,3,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
487,Air transport freight turnover (annual),transport,POSSIBLE,TRANSPORT ENERGY / FREIGHT,national_single,0,1,25,2000,2024,123.5,2,Republic of Uzbekistan
498,Air transport freight volume (annual),transport,POSSIBLE,TRANSPORT ENERGY / FREIGHT,national_single,0,1,25,2000,2024,10.4,1,Republic of Uzbekistan
507,Total freight turnover (annual),transport,POSSIBLE,TRANSPORT ENERGY / FREIGHT,national_single,0,1,25,2000,2024,66.9,1,Republic of Uzbekistan
517,Total freight volume (annual),transport,POSSIBLE,TRANSPORT ENERGY / FREIGHT,national_single,0,1,25,2000,2024,950.4,3,Republic of Uzbekistan
525,Rail freight volume (annual),transport,POSSIBLE,TRANSPORT ENERGY / FREIGHT,national_single,0,1,25,2000,2024,63.7,1,Republic of Uzbekistan
536,Rail freight turnover (annual),transport,POSSIBLE,TRANSPORT ENERGY / FREIGHT,national_single,0,1,25,2000,2024,22.9,1,Republic of Uzbekistan
541,Auto passenger turnover (annual),transport,POSSIBLE,TRANSPORT ENERGY / FREIGHT,national_with_regions,0,15,25,2000,2024,5100.4,5,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
560,Total passenger turnover (annual),transport,POSSIBLE,TRANSPORT ENERGY / FREIGHT,national_single,0,1,25,2000,2024,100.2,2,Republic of Uzbekistan
599,Auto passengers transported,transport,POSSIBLE,TRANSPORT ENERGY / FREIGHT,national_with_regions,0,15,26,2000,2024,267.04999999999995,3,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
618,Total passengers transported,transport,POSSIBLE,TRANSPORT ENERGY / FREIGHT,national_single,0,1,25,2000,2024,5169.9,3,Republic of Uzbekistan
668,Total hard-surface road length (km),transport,POSSIBLE,TRANSPORT ENERGY / FREIGHT,national_single,0,1,25,2000,2024,44.2,1,Republic of Uzbekistan
677,Oil pipeline length (km),transport,POSSIBLE,TRANSPORT ENERGY / FREIGHT,national_single,0,1,25,2000,2024,0.1,-1,Republic of Uzbekistan
679,Public railway length (km),transport,POSSIBLE,TRANSPORT ENERGY / FREIGHT,national_single,0,1,25,2000,2024,4.2,0,Republic of Uzbekistan
683,Total rail length,transport,POSSIBLE,TRANSPORT ENERGY / FREIGHT,national_single,0,1,25,2000,2024,6.1,0,Republic of Uzbekistan
3249,Auto transport freight volume (quarterly),transport,POSSIBLE,TRANSPORT ENERGY / FREIGHT,national_with_regions,0,15,9,2024-Q1,2026-Q1,36.1,3,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
3250,Auto transport passengers (quarterly),transport,POSSIBLE,TRANSPORT ENERGY / FREIGHT,national_with_regions,0,15,9,2024-Q1,2026-Q1,192.8,3,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
3263,Total freight volume (quarterly),transport,POSSIBLE,TRANSPORT ENERGY / FREIGHT,national_single,0,1,9,2024-Q1,2026-Q1,762.4,3,Republic of Uzbekistan
3267,Total freight turnover (quarterly),transport,POSSIBLE,TRANSPORT ENERGY / FREIGHT,national_single,0,1,9,2024-Q1,2026-Q1,41.0,1,Republic of Uzbekistan
3269,Auto freight turnover (quarterly),transport,POSSIBLE,TRANSPORT ENERGY / FREIGHT,national_with_regions,0,15,9,2024-Q1,2026-Q1,851.3,4,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
3272,Total passengers (quarterly),transport,POSSIBLE,TRANSPORT ENERGY / FREIGHT,national_single,0,1,9,2024-Q1,2026-Q1,3389.4,3,Republic of Uzbekistan
3278,Total passenger turnover (quarterly),transport,POSSIBLE,TRANSPORT ENERGY / FREIGHT,national_single,0,1,9,2024-Q1,2026-Q1,80.9,2,Republic of Uzbekistan
3280,Auto passenger turnover (quarterly),transport,POSSIBLE,TRANSPORT ENERGY / FREIGHT,national_with_regions,0,15,9,2024-Q1,2026-Q1,4.6,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
